row id,Consignment_ID,Packet_ID,Part_ID,Total_Parts,total part_Weight (in kgs),Packet_Cost (in INR),Shipment_DateTime
7069,CN_19494_3,7733964,78911,28,7.420894727,957.7042806,6/11/2023 23:09
7070,CN_19494_3,7733964,92533,40,7.280588744,957.7042806,6/12/2023 15:10
7071,CN_19494_3,7948095,47023,17,3.086066017,141.5043072,6/12/2023 13:11
7072,CN_19494_3,7948095,75262,49,4.30709868,141.5043072,6/11/2023 23:01
7073,CN_19494_3,7948095,16266,22,8.61726346,141.5043072,6/12/2023 3:56
7074,CN_19494_3,7948095,96907,15,7.408869736,141.5043072,6/11/2023 17:46
7075,CN_19494_3,881968,82830,20,3.515040141,957.7522088,6/12/2023 2:59
7076,CN_19494_3,881968,53151,17,1.576632916,957.7522088,6/12/2023 10:19
7077,CN_19494_3,881968,20662,30,1.26641409,957.7522088,6/12/2023 13:12
7078,CN_19494_3,881968,77452,12,5.831307849,957.7522088,6/11/2023 23:47
7079,CN_19494_3,996949,3043,18,2.939947367,696.5623618,6/11/2023 17:10
7080,CN_19494_3,996949,92459,23,7.346767801,696.5623618,6/11/2023 21:29
7081,CN_19494_3,996949,6297,49,8.568903053,696.5623618,6/11/2023 20:01
7082,CN_19494_3,996949,316,11,7.747477188,696.5623618,6/11/2023 20:57
7083,CN_19494_3,996949,34486,36,2.933682508,696.5623618,6/12/2023 13:51
7084,CN_19494_3,996949,23828,50,6.889757323,696.5623618,6/12/2023 0:11
7085,CN_19494_3,996949,85989,17,8.668207374,696.5623618,6/12/2023 7:58
7086,CN_19494_3,996949,93427,48,5.812728612,696.5623618,6/12/2023 13:45
7087,CN_19494_4,9931271,10114,26,9.527455672,353.5256763,6/11/2023 16:25
7088,CN_19494_4,9931271,54867,21,5.787222601,353.5256763,6/11/2023 22:31
7089,CN_19494_4,9931271,32359,45,9.915032092,353.5256763,6/12/2023 7:37
7090,CN_19494_4,9931271,1546,26,2.658552861,353.5256763,6/12/2023 13:07
7091,CN_19494_4,9931271,9390,13,4.230321702,353.5256763,6/12/2023 11:16
7092,CN_19494_4,9931271,98243,11,4.633219956,353.5256763,6/11/2023 19:14
7093,CN_19494_5,4591032,84910,42,2.807109247,396.7216471,6/12/2023 7:04
7094,CN_19494_5,4591032,62790,23,5.974475941,396.7216471,6/12/2023 14:06
7095,CN_19494_5,4591032,32893,39,3.836980545,396.7216471,6/11/2023 17:10
7096,CN_19494_5,4591032,86610,30,3.474412891,396.7216471,6/12/2023 4:16
7097,CN_19494_5,4591032,25889,42,6.839935594,396.7216471,6/12/2023 6:47
7098,CN_19494_5,4591032,96812,11,9.706534288,396.7216471,6/12/2023 2:57
7099,CN_19494_5,4591032,76914,28,5.993384331,396.7216471,6/11/2023 16:13
7100,CN_19494_5,1002261,99605,41,4.252702576,373.3089887,6/11/2023 16:43
7101,CN_19494_5,1002261,58503,19,5.875898926,373.3089887,6/11/2023 19:49
7102,CN_19494_5,1002261,33334,24,4.828675876,373.3089887,6/12/2023 13:36
7103,CN_19494_5,7727503,86016,40,9.30134786,517.2538156,6/12/2023 9:57
7104,CN_19494_5,7727503,35930,15,9.964575802,517.2538156,6/11/2023 19:50
7105,CN_19494_5,7727503,64054,31,6.276764202,517.2538156,6/12/2023 9:03
7106,CN_19494_5,2660899,47019,26,1.022571508,451.0292595,6/12/2023 11:00
7107,CN_19494_5,2660899,55646,42,4.093919331,451.0292595,6/12/2023 13:54
7108,CN_19494_5,2660899,86209,49,7.437693136,451.0292595,6/11/2023 17:19
7109,CN_19494_5,2660899,73189,14,7.591314943,451.0292595,6/11/2023 23:18
7110,CN_19494_5,2660899,63194,33,7.079137473,451.0292595,6/12/2023 11:11
7111,CN_19494_5,2660899,89424,23,2.501172007,451.0292595,6/12/2023 6:17
7112,CN_19494_5,2660899,75802,32,2.947221274,451.0292595,6/11/2023 22:32
7113,CN_19494_5,2660899,36175,16,5.445406988,451.0292595,6/12/2023 9:09
7114,CN_19494_5,7675362,15403,33,4.307526526,975.2570866,6/11/2023 22:26
7115,CN_19494_5,7675362,90361,50,1.165190206,975.2570866,6/12/2023 13:09
7116,CN_19494_5,7675362,96655,30,9.363026675,975.2570866,6/12/2023 13:02
7117,CN_19494_5,7675362,89641,40,8.640747692,975.2570866,6/12/2023 5:22
7118,CN_19494_5,7675362,46972,23,7.302619564,975.2570866,6/12/2023 4:30
7119,CN_19494_5,7675362,24973,21,8.274658788,975.2570866,6/12/2023 14:01
7120,CN_19494_5,7675362,77152,27,2.204856986,975.2570866,6/11/2023 23:55
7121,CN_19494_5,7675362,57729,38,2.643741461,975.2570866,6/12/2023 9:01
7122,CN_19494_6,8487724,38747,46,8.167367451,908.9009497,6/12/2023 6:50
7123,CN_19494_6,8487724,96839,37,2.813617742,908.9009497,6/12/2023 8:18
7124,CN_19494_6,9278060,38751,18,1.470155973,891.7369783,6/12/2023 6:08
7125,CN_19494_6,9278060,82050,37,1.54247055,891.7369783,6/12/2023 15:17
7126,CN_19494_6,2462239,59501,13,3.694100576,203.9895205,6/12/2023 8:38
7127,CN_19494_6,2462239,77743,39,8.940719691,203.9895205,6/12/2023 7:37
7128,CN_19494_6,2462239,3157,14,9.556169328,203.9895205,6/11/2023 23:13
7129,CN_19494_6,2462239,40065,41,6.496214401,203.9895205,6/12/2023 1:56
7130,CN_19494_6,2462239,64052,44,5.153643372,203.9895205,6/12/2023 5:24
7131,CN_19494_6,2462239,95418,42,8.35729596,203.9895205,6/12/2023 9:58
7132,CN_19494_6,2462239,17357,39,4.021448185,203.9895205,6/11/2023 20:23
7133,CN_19494_6,2588255,62090,44,5.612174731,337.2874401,6/12/2023 15:23
7134,CN_19494_6,2588255,2144,38,8.848365415,337.2874401,6/11/2023 20:46
7135,CN_19494_7,8232060,68164,47,9.068166631,655.4716273,6/11/2023 15:43
7136,CN_19494_7,8232060,35204,17,2.690427457,655.4716273,6/12/2023 11:18
7137,CN_19494_7,8232060,19805,25,7.492469533,655.4716273,6/12/2023 11:30
7138,CN_19494_7,8232060,34445,43,8.200412855,655.4716273,6/12/2023 12:32
7139,CN_19494_7,8232060,88497,37,1.84642455,655.4716273,6/11/2023 17:55
7140,CN_19494_7,8232060,97436,44,3.124805556,655.4716273,6/11/2023 18:50
7141,CN_19494_7,8232060,45508,50,1.208689048,655.4716273,6/12/2023 2:39
7142,CN_19494_7,8232060,55344,10,5.683191502,655.4716273,6/11/2023 15:47
7143,CN_19494_8,2744030,44649,35,2.999076937,458.4665159,6/11/2023 19:06
7144,CN_19494_8,2744030,5509,40,4.026908387,458.4665159,6/12/2023 10:56
7145,CN_19494_8,2744030,11507,26,5.801217975,458.4665159,6/11/2023 18:11
7146,CN_19494_8,2744030,94139,18,4.400700988,458.4665159,6/11/2023 15:35
7147,CN_19494_8,2744030,99209,31,6.227853829,458.4665159,6/12/2023 9:38
7148,CN_19494_8,2744030,27630,31,7.838093245,458.4665159,6/12/2023 1:00
7149,CN_19494_9,8287716,9751,42,3.697398874,858.523653,6/12/2023 7:23
7150,CN_19494_9,8287716,79246,46,1.695351168,858.523653,6/12/2023 15:06
7151,CN_19494_9,8287716,56061,40,3.988469168,858.523653,6/12/2023 6:17
7152,CN_19494_9,8287716,93662,41,9.695304981,858.523653,6/12/2023 0:28
7153,CN_19494_9,8150051,71709,16,6.945634438,195.2844187,6/11/2023 16:47
7154,CN_19494_9,8150051,67458,44,1.718334213,195.2844187,6/12/2023 7:38
7155,CN_19494_9,8150051,70259,31,5.863196093,195.2844187,6/11/2023 22:03
7156,CN_19494_9,8150051,32333,10,8.51112706,195.2844187,6/11/2023 17:16
7157,CN_19494_9,8150051,2877,24,3.818425876,195.2844187,6/12/2023 2:14
7158,CN_19494_9,8150051,77816,50,1.274696575,195.2844187,6/11/2023 19:28
7159,CN_19494_9,3410589,45869,47,6.638221442,928.1534194,6/11/2023 22:21
7160,CN_19494_9,3410589,10837,10,3.585033263,928.1534194,6/11/2023 18:42
7161,CN_19494_9,3410589,48655,47,6.752411653,928.1534194,6/12/2023 1:40
7162,CN_19494_9,3410589,3203,34,8.582178292,928.1534194,6/12/2023 10:35
7163,CN_19494_9,3410589,99583,19,4.020818702,928.1534194,6/12/2023 14:34
7164,CN_19494_9,8559799,49242,27,1.687857376,503.0096802,6/11/2023 22:13
7165,CN_19494_9,8559799,93354,33,7.820980674,503.0096802,6/12/2023 9:41
7166,CN_19494_9,8559799,462,49,8.725132705,503.0096802,6/12/2023 3:49
7167,CN_19494_9,8559799,23027,24,8.884470601,503.0096802,6/12/2023 1:36
7168,CN_19494_9,8650459,71203,40,9.762731642,937.9128164,6/12/2023 6:21
7169,CN_19494_9,8650459,27741,11,1.380135023,937.9128164,6/11/2023 23:38
7170,CN_19494_9,8650459,57945,10,5.379459545,937.9128164,6/12/2023 4:22
7171,CN_19494_10,2215850,94664,27,4.101729354,852.5462924,6/12/2023 1:36
7172,CN_19494_10,2215850,20328,49,5.509280825,852.5462924,6/11/2023 19:16
7173,CN_19494_10,2215850,8710,42,5.780564253,852.5462924,6/11/2023 17:12
7174,CN_19494_10,2215850,81422,12,2.949418704,852.5462924,6/11/2023 19:16
7175,CN_19494_10,2215850,1016,23,3.503084888,852.5462924,6/12/2023 4:41
7176,CN_19494_10,2215850,48156,25,5.341188047,852.5462924,6/12/2023 7:59
7177,CN_19494_10,2215850,88311,31,6.967533531,852.5462924,6/12/2023 5:16
7178,CN_19494_10,2215850,60021,49,4.28002326,852.5462924,6/12/2023 5:03
7179,CN_19494_10,9693415,93106,19,6.927078962,402.2514533,6/12/2023 8:07
7180,CN_19494_10,9693415,39554,20,3.993838634,402.2514533,6/12/2023 6:49
7181,CN_19494_10,9693415,56516,25,5.989721609,402.2514533,6/12/2023 5:17
7182,CN_19494_11,3025432,75857,33,4.438507136,340.8551292,6/11/2023 19:57
7183,CN_19494_11,3025432,79750,29,2.442812268,340.8551292,6/11/2023 23:38
7184,CN_19494_11,3025432,95439,29,8.195474948,340.8551292,6/12/2023 2:22
7185,CN_19494_11,3025432,18459,47,7.431067117,340.8551292,6/12/2023 7:01
7186,CN_19494_11,3025432,85533,21,5.072869901,340.8551292,6/12/2023 10:26
7187,CN_19494_11,3025432,95675,21,1.828796607,340.8551292,6/12/2023 4:19
7188,CN_19494_11,3025432,48023,20,8.357188557,340.8551292,6/12/2023 13:43
7189,CN_19494_11,3025432,83740,30,8.274231354,340.8551292,6/12/2023 2:09
7190,CN_19494_11,3025432,33989,33,5.323861354,340.8551292,6/12/2023 12:13
7191,CN_19494_11,9154611,12805,27,3.532210545,910.7477388,6/12/2023 6:56
7192,CN_19494_11,9154611,24755,20,5.975278613,910.7477388,6/12/2023 10:47
7193,CN_19494_11,9154611,21664,15,8.991153514,910.7477388,6/12/2023 5:45
7194,CN_19494_11,9154611,38697,34,6.542239768,910.7477388,6/11/2023 22:40
7195,CN_19494_11,9154611,29509,45,2.910050126,910.7477388,6/12/2023 4:22
7196,CN_19494_11,9154611,79895,37,1.939365873,910.7477388,6/12/2023 5:12
7197,CN_19494_11,9154611,85283,11,4.952360639,910.7477388,6/11/2023 19:25
7198,CN_19494_11,9154611,43999,15,3.719950623,910.7477388,6/12/2023 8:08
7199,CN_19494_11,7543110,24115,36,1.224465043,606.9459136,6/12/2023 2:58
7200,CN_19494_11,7543110,28276,43,6.275604121,606.9459136,6/11/2023 17:53
7201,CN_19494_11,7543110,9889,33,2.107113962,606.9459136,6/11/2023 22:20
7202,CN_19494_11,7543110,17572,48,5.556851983,606.9459136,6/12/2023 4:00
7203,CN_19494_11,7543110,5960,20,2.3062034,606.9459136,6/12/2023 11:41
7204,CN_19494_11,7543110,63984,46,1.145153344,606.9459136,6/12/2023 9:05
7205,CN_19494_11,2381347,73190,32,5.140827222,599.749727,6/11/2023 21:04
7206,CN_19494_11,2381347,95969,13,7.118509217,599.749727,6/12/2023 9:32
7207,CN_19494_11,2381347,22094,45,4.955156636,599.749727,6/12/2023 2:04
7208,CN_19494_11,2381347,91763,25,8.294923533,599.749727,6/11/2023 15:46
7209,CN_19494_11,2381347,23710,24,4.186555128,599.749727,6/12/2023 14:31
7210,CN_19494_12,4009898,75759,48,1.200020633,130.6739812,6/12/2023 13:48
7211,CN_19494_12,4009898,56533,12,6.864224487,130.6739812,6/11/2023 22:36
7212,CN_19494_12,2446855,91684,47,4.460020037,653.7518221,6/12/2023 6:00
7213,CN_19494_12,2446855,83278,31,4.040352331,653.7518221,6/12/2023 9:48
7214,CN_19494_12,2446855,12131,37,8.485166143,653.7518221,6/12/2023 2:47
7215,CN_19494_12,2446855,61695,36,5.573330559,653.7518221,6/12/2023 1:07
7216,CN_19494_12,2446855,57631,49,5.513031994,653.7518221,6/12/2023 9:40
7217,CN_19494_12,2446855,96840,40,9.196372884,653.7518221,6/11/2023 17:07
7218,CN_19494_12,2446855,13657,27,2.710724954,653.7518221,6/12/2023 1:23
7219,CN_19494_12,6422944,73029,17,4.74130154,466.6752351,6/12/2023 14:00
7220,CN_19494_12,6422944,67077,24,6.144642079,466.6752351,6/12/2023 8:25
7221,CN_19494_12,6422944,46645,45,7.459933602,466.6752351,6/12/2023 10:08
7222,CN_19494_12,6422944,66196,13,2.456495842,466.6752351,6/12/2023 8:00
7223,CN_19494_12,2361234,12845,47,1.312893355,355.9073443,6/12/2023 11:05
7224,CN_19494_12,2361234,24671,35,6.481117524,355.9073443,6/12/2023 15:03
7225,CN_19494_12,2361234,23949,43,8.156333359,355.9073443,6/12/2023 8:31
7226,CN_19494_12,2361234,66058,17,9.983885284,355.9073443,6/12/2023 9:33
7227,CN_19494_12,3851738,77229,18,2.491669055,872.5478802,6/12/2023 13:13
7228,CN_19494_12,3851738,15007,50,1.197099078,872.5478802,6/12/2023 12:21
7229,CN_19494_12,3851738,54338,48,3.736417025,872.5478802,6/11/2023 16:46
7230,CN_19494_12,3851738,13671,39,8.906370442,872.5478802,6/12/2023 10:52
7231,CN_19494_12,3851738,38073,33,9.022000223,872.5478802,6/12/2023 3:08
7232,CN_19494_12,3851738,24921,20,7.963816485,872.5478802,6/12/2023 8:40
7233,CN_19494_12,3851738,63312,26,9.645680967,872.5478802,6/12/2023 15:11
7234,CN_19494_12,3851738,15119,23,8.24197505,872.5478802,6/11/2023 16:14
7235,CN_19494_13,4751580,5712,15,4.718166199,879.6303761,6/12/2023 7:22
7236,CN_19494_13,4751580,11408,46,4.820282076,879.6303761,6/11/2023 22:25
7237,CN_19494_13,4751580,49477,21,9.002773275,879.6303761,6/12/2023 10:11
7238,CN_19494_13,4751580,17799,30,2.261603931,879.6303761,6/12/2023 7:57
7239,CN_19494_13,5616507,24575,22,8.84813432,928.8901312,6/12/2023 13:35
7240,CN_19494_13,5616507,83313,28,3.676374827,928.8901312,6/12/2023 4:03
7241,CN_19494_13,441223,6329,15,7.07378198,587.8181124,6/12/2023 2:26
7242,CN_19494_13,441223,8045,21,3.878847501,587.8181124,6/11/2023 17:23
7243,CN_19494_13,441223,48521,30,1.110276086,587.8181124,6/12/2023 6:58
7244,CN_19494_13,441223,32884,28,2.265693225,587.8181124,6/12/2023 11:49
7245,CN_19494_13,441223,73573,31,9.342974897,587.8181124,6/12/2023 6:32
7246,CN_19494_13,441223,88070,14,7.060094305,587.8181124,6/12/2023 3:00
7247,CN_19494_13,8426995,97883,18,8.554761906,574.461632,6/11/2023 22:00
7248,CN_19494_13,8426995,75407,41,2.766183316,574.461632,6/12/2023 11:29
7249,CN_19494_14,5371373,41493,40,2.197774382,953.3964553,6/12/2023 4:34
7250,CN_19494_14,5371373,5860,44,1.57360317,953.3964553,6/11/2023 21:42
7251,CN_19494_14,5371373,63005,44,6.540221982,953.3964553,6/12/2023 1:29
7252,CN_19494_14,5371373,59584,34,7.984091912,953.3964553,6/12/2023 8:21
7253,CN_19494_14,5371373,5333,33,6.968585585,953.3964553,6/11/2023 18:00
7254,CN_19494_15,6852729,16771,35,3.648096383,263.2940665,6/11/2023 20:21
7255,CN_19494_15,6852729,88759,20,9.075103322,263.2940665,6/11/2023 23:39
7256,CN_19494_15,6852729,53711,33,5.304221664,263.2940665,6/12/2023 14:21
7257,CN_19494_15,6852729,165,47,2.810494266,263.2940665,6/12/2023 6:45
7258,CN_19494_15,9434896,62447,28,4.571377677,417.8504813,6/12/2023 7:24
7259,CN_19494_15,9434896,10788,49,5.938422526,417.8504813,6/12/2023 9:48
7260,CN_19494_15,7032621,81134,43,7.318918712,858.9078313,6/11/2023 19:41
7261,CN_19494_15,7032621,54569,46,6.328238136,858.9078313,6/12/2023 4:23
7262,CN_19494_15,7032621,78646,44,9.023682442,858.9078313,6/11/2023 19:00
7263,CN_19494_15,7032621,81585,14,3.820336618,858.9078313,6/12/2023 2:35
7264,CN_19494_15,7032621,86411,22,4.984271097,858.9078313,6/12/2023 4:54
7265,CN_19494_15,7032621,42677,30,2.634113796,858.9078313,6/12/2023 9:51
7266,CN_19494_15,7032621,1998,38,5.178738658,858.9078313,6/11/2023 21:02
7267,CN_19494_15,7032621,24150,48,4.111716999,858.9078313,6/12/2023 10:49
7268,CN_19494_15,3220993,4913,50,7.178475949,527.7096231,6/12/2023 14:44
7269,CN_19494_15,3220993,8850,43,6.672743729,527.7096231,6/12/2023 15:03
7270,CN_19494_15,3220993,86508,39,2.863027371,527.7096231,6/11/2023 15:58
7271,CN_19494_15,3220993,58501,25,9.272280254,527.7096231,6/11/2023 19:06
7272,CN_19494_15,3220993,12864,50,2.809898047,527.7096231,6/12/2023 2:47
7273,CN_19494_15,3220993,52488,25,2.609856551,527.7096231,6/12/2023 8:21
7274,CN_19494_15,3220993,35230,44,5.125401222,527.7096231,6/12/2023 4:11
7275,CN_19494_15,3220993,26411,31,2.880566769,527.7096231,6/12/2023 10:41
7276,CN_19494_15,3220993,79139,45,2.151717057,527.7096231,6/12/2023 11:06
7277,CN_19494_16,6905227,41636,22,4.316393104,120.2608495,6/12/2023 14:05
7278,CN_19494_16,6905227,25920,23,3.474176659,120.2608495,6/12/2023 8:31
7279,CN_19494_16,6905227,51820,47,4.369172304,120.2608495,6/12/2023 7:17
7280,CN_19494_16,6905227,9645,45,1.243098565,120.2608495,6/11/2023 22:44
7281,CN_19494_16,6905227,62864,35,7.38613189,120.2608495,6/11/2023 21:49
7282,CN_19494_16,6905227,2799,36,1.604756089,120.2608495,6/12/2023 1:06
7283,CN_19494_16,6905227,80623,32,5.511137705,120.2608495,6/12/2023 7:29
7284,CN_19494_16,6905227,76587,23,5.507211169,120.2608495,6/12/2023 9:37
7285,CN_19494_16,1201361,73435,31,8.576580197,663.3398436,6/12/2023 13:37
7286,CN_19494_16,1201361,27332,41,5.93891447,663.3398436,6/12/2023 1:13
7287,CN_19494_16,1201361,53043,22,5.516547679,663.3398436,6/11/2023 21:37
7288,CN_19494_16,1201361,81306,18,5.312455715,663.3398436,6/12/2023 12:30
7289,CN_19494_16,1201361,91778,15,1.734117714,663.3398436,6/12/2023 11:04
7290,CN_19494_16,1201361,99840,42,1.986145947,663.3398436,6/11/2023 16:45
7291,CN_19494_16,1201361,82091,43,4.764286852,663.3398436,6/11/2023 16:02
7292,CN_19494_16,1201361,15111,45,4.589426008,663.3398436,6/11/2023 23:19
7293,CN_19494_16,9546332,76681,46,5.950861029,995.7225092,6/12/2023 6:15
7294,CN_19494_16,9546332,32131,19,8.332022618,995.7225092,6/11/2023 20:34
7295,CN_19494_16,9546332,33491,45,6.035429841,995.7225092,6/12/2023 0:53
7296,CN_19494_16,9546332,97502,35,9.919705569,995.7225092,6/11/2023 20:21
7297,CN_19494_16,9546332,94095,49,4.773218673,995.7225092,6/12/2023 15:18
7298,CN_19494_16,9546332,39748,49,8.121439647,995.7225092,6/11/2023 21:56
7299,CN_19494_16,9546332,10360,35,4.125051247,995.7225092,6/11/2023 18:47
7300,CN_19494_16,4388392,93739,40,4.254328395,120.5605472,6/12/2023 0:55
7301,CN_19494_16,4388392,45493,11,3.240580235,120.5605472,6/12/2023 13:52
7302,CN_19494_16,4388392,59288,31,1.261680278,120.5605472,6/11/2023 22:54
7303,CN_19494_16,4388392,70719,31,5.153234524,120.5605472,6/12/2023 11:02
7304,CN_19494_16,4388392,80982,50,7.986335442,120.5605472,6/12/2023 12:09
7305,CN_19494_16,4388392,51411,18,8.769597507,120.5605472,6/11/2023 16:52
7306,CN_19494_16,4388392,94115,32,7.993523431,120.5605472,6/12/2023 7:40
7307,CN_19494_16,4388392,94651,50,8.131692628,120.5605472,6/11/2023 18:47
7308,CN_19494_16,4388392,52069,32,5.303928755,120.5605472,6/11/2023 23:23
7309,CN_19494_16,4388392,15079,50,1.527396738,120.5605472,6/12/2023 13:24
7310,CN_19494_17,8510856,61308,14,3.114560165,453.2120376,6/12/2023 3:43
7311,CN_19494_17,8510856,98333,11,2.388766544,453.2120376,6/12/2023 11:46
7312,CN_19494_17,8510856,4490,22,3.306851124,453.2120376,6/12/2023 14:24
7313,CN_19494_17,8510856,28586,19,8.312187351,453.2120376,6/12/2023 9:34
7314,CN_19494_17,8510856,24905,30,3.287787474,453.2120376,6/12/2023 6:03
7315,CN_19494_18,756141,77695,48,7.106341866,293.6592776,6/12/2023 13:03
7316,CN_19494_18,756141,68066,25,5.754494271,293.6592776,6/11/2023 15:51
7317,CN_19494_18,756141,95246,28,9.105788139,293.6592776,6/11/2023 20:25
7318,CN_19494_18,756141,60557,13,3.540653651,293.6592776,6/12/2023 7:40
7319,CN_19494_18,756141,35177,25,1.72242359,293.6592776,6/12/2023 10:54
7320,CN_19494_18,6775534,65634,20,7.615001885,431.1356532,6/12/2023 4:33
7321,CN_19494_18,6775534,80376,10,4.842812888,431.1356532,6/12/2023 7:00
7322,CN_19494_18,6775534,79106,32,3.094818974,431.1356532,6/11/2023 21:26
7323,CN_19494_18,6775534,63116,34,1.281955851,431.1356532,6/12/2023 15:01
7324,CN_19494_18,6775534,87829,20,2.585904284,431.1356532,6/12/2023 1:40
7325,CN_19494_18,6958665,9006,24,4.884249252,899.9578167,6/11/2023 20:51
7326,CN_19494_18,6958665,17409,49,5.78803223,899.9578167,6/12/2023 13:57
7327,CN_19494_18,6958665,21467,39,8.686213997,899.9578167,6/11/2023 23:05
7328,CN_19494_18,6958665,6878,17,4.770411509,899.9578167,6/12/2023 0:04
7329,CN_19494_18,6958665,60435,33,8.853013757,899.9578167,6/12/2023 8:11
7330,CN_19494_18,6958665,30882,25,1.020333789,899.9578167,6/12/2023 2:28
7331,CN_19494_18,6958665,81915,46,9.066558326,899.9578167,6/11/2023 16:24
7332,CN_19494_18,4759865,39103,23,5.083891454,245.9263518,6/12/2023 3:40
7333,CN_19494_18,4759865,91514,24,8.206637667,245.9263518,6/12/2023 10:40
7334,CN_19494_18,4759865,34119,22,8.608887914,245.9263518,6/11/2023 20:00
7335,CN_19494_18,4759865,4815,25,4.741652937,245.9263518,6/11/2023 18:54
7336,CN_19494_18,4759865,54167,45,2.779141233,245.9263518,6/12/2023 3:38
7337,CN_19494_18,4759865,85563,29,6.112286273,245.9263518,6/12/2023 6:14
7338,CN_19494_18,4601051,51603,41,8.801960048,231.9774058,6/11/2023 19:15
7339,CN_19494_18,4601051,46407,24,9.32786606,231.9774058,6/11/2023 18:00
7340,CN_19494_18,4601051,80118,48,6.147897124,231.9774058,6/12/2023 10:55
7341,CN_19494_18,4601051,61803,29,9.033159973,231.9774058,6/12/2023 0:53
7342,CN_19494_18,4601051,65994,33,3.686425433,231.9774058,6/11/2023 19:10
7343,CN_19494_18,4601051,82593,44,1.964696645,231.9774058,6/12/2023 7:07
7344,CN_19494_18,4601051,15085,21,2.363728693,231.9774058,6/12/2023 3:32
7345,CN_19494_18,4601051,39921,21,9.063613908,231.9774058,6/11/2023 16:27
7346,CN_19494_19,384198,53972,24,7.075960242,349.8126135,6/12/2023 11:01
7347,CN_19494_19,384198,16977,50,6.701662211,349.8126135,6/12/2023 8:25
7348,CN_19494_19,384198,68119,49,1.961449667,349.8126135,6/11/2023 18:41
7349,CN_19494_19,384198,66817,42,5.629896384,349.8126135,6/12/2023 2:32
7350,CN_19494_19,384198,42842,10,9.11594974,349.8126135,6/12/2023 3:40
7351,CN_19494_19,384198,57475,15,9.782415313,349.8126135,6/12/2023 10:44
7352,CN_19494_19,384198,69206,40,7.840597439,349.8126135,6/12/2023 14:45
7353,CN_19494_19,384198,63914,36,8.382177324,349.8126135,6/11/2023 17:12
7354,CN_19494_19,384198,54030,43,3.488498185,349.8126135,6/12/2023 2:46
7355,CN_19494_19,384198,22085,26,9.975513586,349.8126135,6/12/2023 14:22
7356,CN_19494_19,4542856,94916,14,7.500175928,448.8280407,6/11/2023 17:22
7357,CN_19494_19,4542856,30284,21,7.927799267,448.8280407,6/12/2023 1:02
7358,CN_19494_19,4542856,27925,48,3.930197869,448.8280407,6/12/2023 3:05
7359,CN_19494_19,4542856,55767,28,1.705815719,448.8280407,6/12/2023 6:24
7360,CN_19494_19,4542856,69917,43,8.218588138,448.8280407,6/12/2023 11:09
7361,CN_19494_19,4542856,11387,18,3.231843926,448.8280407,6/12/2023 13:19
7362,CN_19494_19,4542856,5189,34,2.675532738,448.8280407,6/11/2023 19:16
7363,CN_19494_19,4542856,37974,40,7.782133308,448.8280407,6/12/2023 2:10
7364,CN_19494_19,4542856,17467,27,9.595600185,448.8280407,6/12/2023 4:42
7365,CN_19494_19,3021569,81318,35,3.096069347,544.5391251,6/12/2023 14:15
7366,CN_19494_19,3021569,34443,34,6.624750257,544.5391251,6/12/2023 4:24
7367,CN_19494_19,3021569,90769,32,3.947548465,544.5391251,6/12/2023 12:35
7368,CN_19494_19,3021569,53753,16,3.898049457,544.5391251,6/11/2023 17:18
7369,CN_19494_19,3021569,27406,36,5.646270794,544.5391251,6/12/2023 11:26
7370,CN_19494_19,3021569,98105,45,1.20337463,544.5391251,6/12/2023 7:08
7371,CN_19494_19,3021569,1737,34,4.314240856,544.5391251,6/11/2023 19:44
7372,CN_19494_19,4760060,86425,39,6.413706676,342.4608278,6/11/2023 15:34
7373,CN_19494_19,4760060,78596,13,3.28627883,342.4608278,6/11/2023 21:43
7374,CN_19494_19,4760060,55476,30,3.591864757,342.4608278,6/12/2023 0:17
7375,CN_19494_19,4760060,75008,10,9.234656311,342.4608278,6/12/2023 8:22
7376,CN_19494_19,4760060,68010,44,3.081558894,342.4608278,6/11/2023 22:27
7377,CN_19494_19,4760060,43061,44,5.606796435,342.4608278,6/12/2023 10:27
7378,CN_19494_19,4760060,5928,31,8.893787076,342.4608278,6/12/2023 12:38
7379,CN_19494_19,6861063,72400,20,5.995183779,751.3861751,6/11/2023 22:39
7380,CN_19494_19,6861063,37375,35,9.069056611,751.3861751,6/12/2023 3:46
7381,CN_19494_19,6861063,42007,13,1.152667458,751.3861751,6/12/2023 15:12
7382,CN_19494_19,6861063,74033,16,4.794108081,751.3861751,6/11/2023 16:10
7383,CN_19494_19,6861063,50910,21,9.316874703,751.3861751,6/11/2023 21:59
7384,CN_19494_19,6861063,8555,14,2.614111308,751.3861751,6/11/2023 22:32
7385,CN_19494_19,6861063,79048,19,8.453918796,751.3861751,6/12/2023 7:06
7386,CN_19494_20,210649,87807,41,9.869543328,974.1382731,6/12/2023 10:42
7387,CN_19494_20,210649,88093,10,5.204542666,974.1382731,6/12/2023 11:57
7388,CN_19494_20,210649,49814,20,2.366287104,974.1382731,6/12/2023 5:13
7389,CN_19494_20,210649,38147,26,8.048434119,974.1382731,6/12/2023 12:56
7390,CN_19494_20,210649,84198,30,8.698355896,974.1382731,6/11/2023 22:20
7391,CN_19494_20,210649,94056,37,5.934950922,974.1382731,6/12/2023 10:52
7392,CN_19494_20,210649,67235,22,6.807827065,974.1382731,6/12/2023 15:06
7393,CN_19494_20,210649,60281,36,6.628571887,974.1382731,6/12/2023 15:21
